,Grand_Parent_Folder,File_name,GT_Label,Prediction_Label,IoU,f1_score
111,downsampling_4,pos2_fr_20.tif,1,1,0.07237984944991314,0.13498920086393087
112,downsampling_4,pos2_fr_20.tif,2,2,0.3870967741935484,0.5581395348837209
113,downsampling_4,pos2_fr_20.tif,ALL,ALL,0.22973831182173077,0.3465643678738259
114,downsampling_4,pos2_fr_40.tif,1,1,0.03966789667896679,0.07630878438331855
115,downsampling_4,pos2_fr_40.tif,2,2,0.3954248366013072,0.5667447306791569
116,downsampling_4,pos2_fr_40.tif,ALL,ALL,0.217546366640137,0.3215267575312377
117,downsampling_4,pos7_fr_60.tif,1,1,0.0294010889292196,0.057122708039492244
118,downsampling_4,pos7_fr_60.tif,2,2,0.42412617220801363,0.5956300508829692
119,downsampling_4,pos7_fr_60.tif,ALL,ALL,0.22676363056861662,0.3263763794612307
120,downsampling_4,pos5_fr_40.tif,1,1,0.04160246533127889,0.07988165680473373
121,downsampling_4,pos5_fr_40.tif,2,2,0.40641247833622185,0.5779420825631546
122,downsampling_4,pos5_fr_40.tif,ALL,ALL,0.22400747183375036,0.32891186968394415
123,downsampling_4,pos5_fr_20.tif,1,1,0.04019138755980861,0.07727690892364306
124,downsampling_4,pos5_fr_20.tif,2,2,0.3620309050772627,0.5316045380875203
125,downsampling_4,pos5_fr_20.tif,ALL,ALL,0.20111114631853566,0.30444072350558166
126,downsampling_4,pos7_fr_40.tif,1,1,0.034420289855072464,0.06654991243432574
127,downsampling_4,pos7_fr_40.tif,2,2,0.40085821562667623,0.5723037651563497
128,downsampling_4,pos7_fr_40.tif,ALL,ALL,0.21763925274087434,0.31942683879533773
129,downsampling_4,pos5_fr_60.tif,1,1,0.02390438247011952,0.04669260700389105
130,downsampling_4,pos5_fr_60.tif,2,2,0.38869005010737295,0.5597938144329897
131,downsampling_4,pos5_fr_60.tif,ALL,ALL,0.20629721628874623,0.3032432107184404
132,downsampling_4,pos7_fr_20.tif,1,1,0.043402777777777776,0.08319467554076539
133,downsampling_4,pos7_fr_20.tif,2,2,0.39530765825586545,0.5666243654822335
134,downsampling_4,pos7_fr_20.tif,ALL,ALL,0.21935521801682162,0.32490952051149946
135,upsampling_2,pos7_fr_80.tif,1,1,0.8026792719174173,0.8905403023396931
136,upsampling_2,pos7_fr_80.tif,2,2,0.18001422392183838,0.3051051763148274
137,upsampling_2,pos7_fr_80.tif,ALL,ALL,0.49134674791962785,0.5978227393272603
138,upsampling_2,pos2_fr_80.tif,1,1,0.8209051106160531,0.9016451278324135
139,upsampling_2,pos2_fr_80.tif,2,2,0.17404252372047926,0.2964841906559698
140,upsampling_2,pos2_fr_80.tif,ALL,ALL,0.49747381716826616,0.5990646592441916
141,upsampling_2,pos5_fr_1.tif,1,1,0.7454672570496388,0.8541750113487676
142,upsampling_2,pos5_fr_1.tif,2,2,0.15193354339730736,0.2637887302929328
143,upsampling_2,pos5_fr_1.tif,ALL,ALL,0.4487004002234731,0.5589818708208503
144,upsampling_2,pos2_fr_60.tif,1,1,0.8251034394048751,0.9041716996313618
145,upsampling_2,pos2_fr_60.tif,2,2,0.1692400939465111,0.2894873256959204
146,upsampling_2,pos2_fr_60.tif,ALL,ALL,0.49717176667569307,0.5968295126636411
147,upsampling_2,pos2_fr_1.tif,1,1,0.8347202925045704,0.9099155832250556
148,upsampling_2,pos2_fr_1.tif,2,2,0.1758248244112613,0.2990663587993173
149,upsampling_2,pos2_fr_1.tif,ALL,ALL,0.5052725584579159,0.6044909710121864
150,upsampling_2,pos7_fr_1.tif,1,1,0.8331799187633324,0.9089996134426321
151,upsampling_2,pos7_fr_1.tif,2,2,0.1966533814132979,0.32867225291427665
152,upsampling_2,pos7_fr_1.tif,ALL,ALL,0.5149166500883151,0.6188359331784544
153,upsampling_2,pos5_fr_80.tif,1,1,0.7016756884987815,0.8246879158481718
154,upsampling_2,pos5_fr_80.tif,2,2,0.1558076034446545,0.269608199462092
155,upsampling_2,pos5_fr_80.tif,ALL,ALL,0.428741645971718,0.547148057655132
156,upsampling_2,pos2_fr_20.tif,1,1,0.8126821744110876,0.8966626205999024
157,upsampling_2,pos2_fr_20.tif,2,2,0.16104193571968128,0.2774093351242445
158,upsampling_2,pos2_fr_20.tif,ALL,ALL,0.48686205506538444,0.5870359778620735
159,upsampling_2,pos2_fr_40.tif,1,1,0.8078677025567321,0.8937243598237031
160,upsampling_2,pos2_fr_40.tif,2,2,0.1594776648546443,0.2750853590174795
161,upsampling_2,pos2_fr_40.tif,ALL,ALL,0.4836726837056882,0.5844048594205913
162,upsampling_2,pos7_fr_60.tif,1,1,0.7973911286040688,0.8872761369678697
163,upsampling_2,pos7_fr_60.tif,2,2,0.17740754017112667,0.3013528181505308
164,upsampling_2,pos7_fr_60.tif,ALL,ALL,0.48739933438759775,0.5943144775592002
165,upsampling_2,pos5_fr_40.tif,1,1,0.7270043638230512,0.8419253350509079
166,upsampling_2,pos5_fr_40.tif,2,2,0.145944208308033,0.2547143346943864
167,upsampling_2,pos5_fr_40.tif,ALL,ALL,0.4364742860655421,0.5483198348726472
168,upsampling_2,pos5_fr_20.tif,1,1,0.6698603589734302,0.8022950606303825
169,upsampling_2,pos5_fr_20.tif,2,2,0.12902069248104897,0.2285532822211133
170,upsampling_2,pos5_fr_20.tif,ALL,ALL,0.3994405257272396,0.5154241714257479
171,upsampling_2,pos7_fr_40.tif,1,1,0.7641324772940808,0.8662982935002108
172,upsampling_2,pos7_fr_40.tif,2,2,0.17384777060501427,0.29620156030182887
173,upsampling_2,pos7_fr_40.tif,ALL,ALL,0.46899012394954753,0.5812499269010198
174,upsampling_2,pos5_fr_60.tif,1,1,0.6234785155062958,0.7680773223067368
175,upsampling_2,pos5_fr_60.tif,2,2,0.14370789220404234,0.2513017409141114
176,upsampling_2,pos5_fr_60.tif,ALL,ALL,0.3835932038551691,0.5096895316104241
177,upsampling_2,pos7_fr_20.tif,1,1,0.7693128041058455,0.8696176304388774
178,upsampling_2,pos7_fr_20.tif,2,2,0.1864451200335465,0.3142920256240336
179,upsampling_2,pos7_fr_20.tif,ALL,ALL,0.477878962069696,0.5919548280314555
180,upsampling_4,pos7_fr_80.tif,1,1,0.7506632255783035,0.8575758199642698
181,upsampling_4,pos7_fr_80.tif,2,2,0.005524360501389598,0.010988019223392974
182,upsampling_4,pos7_fr_80.tif,ALL,ALL,0.3780937930398465,0.4342819195938314
183,upsampling_4,pos2_fr_80.tif,1,1,0.7835670901234725,0.8786516576387691
184,upsampling_4,pos2_fr_80.tif,2,2,0.004245245438921958,0.008454599029874428
185,upsampling_4,pos2_fr_80.tif,ALL,ALL,0.3939061677811972,0.44355312833432176
186,upsampling_4,pos5_fr_1.tif,1,1,0.574385803373373,0.729663341911061
187,upsampling_4,pos5_fr_1.tif,2,2,0.007719945620508837,0.015321609250782945
188,upsampling_4,pos5_fr_1.tif,ALL,ALL,0.2910528744969409,0.37249247558092197
189,upsampling_4,pos2_fr_60.tif,1,1,0.7663290215919667,0.8677081248444704
190,upsampling_4,pos2_fr_60.tif,2,2,0.004361820533646181,0.00868575536120762
191,upsampling_4,pos2_fr_60.tif,ALL,ALL,0.38534542106280645,0.438196940102839
192,upsampling_4,pos2_fr_1.tif,1,1,0.7391541453939202,0.8500156784279763
193,upsampling_4,pos2_fr_1.tif,2,2,0.008227981141707457,0.016321667907669396
194,upsampling_4,pos2_fr_1.tif,ALL,ALL,0.3736910632678138,0.43316867316782287
195,upsampling_4,pos7_fr_1.tif,1,1,0.7065528851008123,0.8280468671899068
196,upsampling_4,pos7_fr_1.tif,2,2,0.012277705806147685,0.0242575841307699
197,upsampling_4,pos7_fr_1.tif,ALL,ALL,0.35941529545348,0.4261522256603384
198,upsampling_4,pos5_fr_80.tif,1,1,0.6103039265039013,0.7579984330398051
199,upsampling_4,pos5_fr_80.tif,2,2,0.006658714191607172,0.013229338002511451
200,upsampling_4,pos5_fr_80.tif,ALL,ALL,0.3084813203477542,0.3856138855211583
201,upsampling_4,pos2_fr_20.tif,1,1,0.7459949289482052,0.8545213008122489
202,upsampling_4,pos2_fr_20.tif,2,2,0.00646783168993459,0.012852535344472197
203,upsampling_4,pos2_fr_20.tif,ALL,ALL,0.3762313803190699,0.4336869180783605
204,upsampling_4,pos2_fr_40.tif,1,1,0.7434890127768499,0.8528749046633762
205,upsampling_4,pos2_fr_40.tif,2,2,0.006151314500646475,0.012227414330218069
206,upsampling_4,pos2_fr_40.tif,ALL,ALL,0.37482016363874815,0.4325511594967972
207,upsampling_4,pos7_fr_60.tif,1,1,0.6872636854604365,0.8146488203151121
208,upsampling_4,pos7_fr_60.tif,2,2,0.008539101971109372,0.01693360615254357
209,upsampling_4,pos7_fr_60.tif,ALL,ALL,0.34790139371577294,0.41579121323382784
210,upsampling_4,pos5_fr_40.tif,1,1,0.5565239137658743,0.7150855940522148
211,upsampling_4,pos5_fr_40.tif,2,2,0.007137073799742106,0.01417299389608456
212,upsampling_4,pos5_fr_40.tif,ALL,ALL,0.2818304937828082,0.36462929397414967
213,upsampling_4,pos5_fr_20.tif,1,1,0.5084054243120761,0.6740965208925043
214,upsampling_4,pos5_fr_20.tif,2,2,0.006393661253628305,0.01270608410959972
215,upsampling_4,pos5_fr_20.tif,ALL,ALL,0.2573995427828522,0.343401302501052
216,upsampling_4,pos7_fr_40.tif,1,1,0.6351081752316093,0.7768393368122544
217,upsampling_4,pos7_fr_40.tif,2,2,0.009352863046044864,0.01853239513844467
218,upsampling_4,pos7_fr_40.tif,ALL,ALL,0.3222305191388271,0.3976858659753495
219,upsampling_4,pos5_fr_60.tif,1,1,0.5093300511438884,0.6749087792400056
220,upsampling_4,pos5_fr_60.tif,2,2,0.00551015210798046,0.010959913425893947
221,upsampling_4,pos5_fr_60.tif,ALL,ALL,0.2574201016259344,0.3429343463329498
222,upsampling_4,pos7_fr_20.tif,1,1,0.6428076484693884,0.782572018176681
223,upsampling_4,pos7_fr_20.tif,2,2,0.010014999423099111,0.0198313875117092
224,upsampling_4,pos7_fr_20.tif,ALL,ALL,0.3264113239462438,0.4012017028441951
